rank,hand,label,notation,combos,equity_pct,win_pct,tie_pct,win_count,tie_count,denominator,rank_low,rank_high
202,AdAcQh8c,AAQ8 (ss),(A8)AQ,24,66.005903,65.661797,0.688212,3330084324960,34903153176,5071570479360,202,202
203,AdAcJh5c,AAJ5 (ss),(A5)AJ,24,65.992943,65.672488,0.640911,3330626505648,32504239176,5071570479360,203,203
204,AdAcTh7h,AAT7 (ss),AA(T7),12,65.9873,65.562715,0.849171,1662529642440,21533148540,2535785239680,204,204
205,AdAc7c6c,AA76 (3s),(A76)A,12,65.980841,65.486061,0.98956,1660585874484,25093117116,2535785239680,205,205
206,AdAc9h6c,AA96 (ss),(A6)A9,24,65.979986,65.633557,0.692859,3328652086992,35138835456,5071570479360,206,206
207,AdAc9c6h,AA96 (ss),(A9)A6,24,65.977883,65.631351,0.693066,3328540197456,35149310808,5071570479360,207,207
208,AdAc9h5c,AA95 (ss),(A5)A9,24,65.974559,65.65273,0.643659,3329624449536,32643599304,5071570479360,208,208
209,AdAcKc5h,AAK5 (ss),(AK)A5,24,65.966797,65.645929,0.641736,3329279560800,32546116824,5071570479360,209,209
210,AdAc9c5h,AA95 (ss),(A9)A5,24,65.965732,65.643636,0.644191,3329163288696,32670585384,5071570479360,210,210
211,AdAcQc5h,AAQ5 (ss),(AQ)A5,24,65.961283,65.640714,0.641137,3329015095056,32515691712,5071570479360,211,211
212,QdQc9d9c,QQ99 (ds),(Q9)(Q9),6,65.949697,65.774656,0.350082,833952013104,4438660236,1267892619840,212,212
213,AdAc6h4c,AA64 (ss),(A4)A6,24,65.939221,65.523195,0.83205,3323055034080,42198026688,5071570479360,213,213
214,AcKdJdJc,AKJJ (ds),(AJ)(KJ),12,65.928769,65.442744,0.972051,1659487441632,24649127700,2535785239680,214,214
215,AdAcTc7c,AAT7 (3s),(AT7)A,12,65.926901,65.508582,0.836637,1661156960436,21215317716,2535785239680,215,215
216,AdAcQh5c,AAQ5 (ss),(A5)AQ,24,65.924681,65.604034,0.641294,3327154828584,32523685584,5071570479360,216,216
217,AdAcKh5c,AAK5 (ss),(A5)AK,24,65.913364,65.592433,0.641861,3326566460496,32552449728,5071570479360,217,217
218,AdAc6c4h,AA64 (ss),(A6)A4,24,65.911442,65.495247,0.832391,3321637601808,42215310720,5071570479360,218,218
219,KdKc3d3c,KK33 (ds),(K3)(K3),6,65.906271,65.784097,0.244349,834071713152,3098076828,1267892619840,219,219
220,AcQdJdJc,AQJJ (ds),(AJ)(QJ),12,65.896086,65.392907,1.006359,1658223676356,25519096800,2535785239680,220,220
221,AdAcJh8h,AAJ8 (ss),AA(J8),12,65.886174,65.46337,0.845608,1660010476668,21442806528,2535785239680,221,221
222,AdAcTh4c,AAT4 (ss),(A4)AT,24,65.873289,65.554518,0.637544,3324643563432,32333475984,5071570479360,222,222
223,AdAcTc4h,AAT4 (ss),(AT)A4,24,65.860324,65.54168,0.637288,3323992477296,32320534344,5071570479360,223,223
224,AdAc7h6h,AA76 (ss),AA(76),12,65.846562,65.346196,1.000732,1657039196748,25376406876,2535785239680,224,224
225,AdAcJc9c,AAJ9 (3s),(AJ9)A,12,65.836982,65.411725,0.850514,1658700877152,21567203796,2535785239680,225,225
226,AdAc7c5c,AA75 (3s),(A75)A,12,65.800571,65.337098,0.926946,1656808493880,23505359268,2535785239680,226,226
227,AdAcKhTh,AAKT (ss),AA(KT),12,65.794639,65.42802,0.733239,1659114073080,18593361624,2535785239680,227,227
228,KdKc5c4d,KK54 (ds),(K5)(K4),12,65.793294,65.359344,0.867899,1657372602360,22008045936,2535785239680,228,228
229,KcQdQcJd,KQQJ (ds),(KQ)(QJ),12,65.790427,65.370363,0.840128,1657652009892,21303837516,2535785239680,229,229
230,KdKcJhJc,KKJJ (ss),(KJ)KJ,24,65.789106,65.573171,0.431869,3325589583912,21902543232,5071570479360,230,230
231,KdKc8c6d,KK86 (ds),(K8)(K6),12,65.788224,65.416512,0.743424,1658822257884,18851639940,2535785239680,231,231
232,KcQdQcTd,KQQT (ds),(KQ)(QT),12,65.78456,65.366283,0.836554,1657548564564,21213218892,2535785239680,232,232
233,AdAcJc4h,AAJ4 (ss),(AJ)A4,24,65.750703,65.431911,0.637584,3318425475312,32335509096,5071570479360,233,233
234,AdAcJh4c,AAJ4 (ss),(A4)AJ,24,65.746796,65.427893,0.637806,3318221715432,32346796248,5071570479360,234,234
235,AdAcJc8c,AAJ8 (3s),(AJ8)A,12,65.711252,65.294757,0.832989,1655734813452,21122814000,2535785239680,235,235
236,AdAcKc4h,AAK4 (ss),(AK)A4,24,65.706711,65.387411,0.638599,3316168625736,32387019408,5071570479360,236,236
237,AdAcQc4h,AAQ4 (ss),(AQ)A4,24,65.700559,65.381559,0.637999,3315871850712,32356594296,5071570479360,237,237
238,AdAcKhJh,AAKJ (ss),AA(KJ),12,65.698643,65.330249,0.736788,1656634809756,18683366592,2535785239680,238,238
239,AdAcJsJh,AAJJ (r),AAJJ,6,65.693201,65.485268,0.415867,830282875392,5272744092,1267892619840,239,239
240,AdAcKhQh,AAKQ (ss),AA(KQ),12,65.688306,65.318009,0.740595,1656324419640,18779909088,2535785239680,240,240
241,AdAcQh4c,AAQ4 (ss),(A4)AQ,24,65.679976,65.360881,0.63819,3314823147744,32366242656,5071570479360,241,241
242,AdAcKh4c,AAK4 (ss),(A4)AK,24,65.669295,65.349916,0.638757,3314267057832,32395006800,5071570479360,242,242
243,AdAc6c5c,AA65 (3s),(A65)A,12,65.654365,65.161331,0.986067,1652351411964,25004547444,2535785239680,243,243
244,AdAc5h3c,AA53 (ss),(A3)A5,24,65.65225,65.240995,0.822511,3308743037328,41714200200,5071570479360,244,244
245,AdAc7h5h,AA75 (ss),AA(75),12,65.649702,65.180431,0.938542,1652835741768,23799417900,2535785239680,245,245
246,KdKc7c5d,KK75 (ds),(K7)(K5),12,65.625342,65.255567,0.73955,1654741036668,18753406428,2535785239680,246,246
247,AdAc5c3h,AA53 (ss),(A5)A3,24,65.617559,65.206231,0.822657,3306979939944,41721631536,5071570479360,247,247
248,AdAcTh3c,AAT3 (ss),(A3)AT,24,65.610254,65.292877,0.634753,3311374288104,32191965456,5071570479360,248,248
249,AdAc8h4c,AA84 (ss),(A4)A8,24,65.594225,65.273891,0.640667,3310411388472,32491898712,5071570479360,249,249
250,AdAc9c7c,AA97 (3s),(A97)A,12,65.593658,65.170528,0.84626,1652584627248,21459335436,2535785239680,250,250
251,KdKcQhQc,KKQQ (ss),(KQ)KQ,24,65.589073,65.373749,0.430648,3315475748736,21840600288,5071570479360,251,251
252,AdAc9h7h,AA97 (ss),AA(97),12,65.58163,65.152511,0.858238,1652127757620,21763069272,2535785239680,252,252
253,AdAcTc3h,AAT3 (ss),(AT)A3,24,65.581164,65.263929,0.634469,3309906164736,32177542752,5071570479360,253,253
254,AdAc8c4h,AA84 (ss),(A8)A4,24,65.575571,65.25499,0.641161,3309452832288,32516942544,5071570479360,254,254
255,AdAcJh3c,AAJ3 (ss),(A3)AJ,24,65.485202,65.167694,0.635016,3305025549480,32205285720,5071570479360,255,255
256,AdAc6h5h,AA65 (ss),AA(65),12,65.475826,64.977202,0.997248,1647682289724,25288060704,2535785239680,256,256
257,AdAcJc3h,AAJ3 (ss),(AJ)A3,24,65.472985,65.155603,0.634764,3304412303232,32192517504,5071570479360,257,257
258,KdKcTc5d,KKT5 (ds),(KT)(K5),12,65.436203,65.151332,0.569743,1652097853200,14447457912,2535785239680,258,258
259,AdAcKc3h,AAK3 (ss),(AK)A3,24,65.430083,65.112193,0.63578,3302210762184,32244027816,5071570479360,259,259
260,AdAc8c6c,AA86 (3s),(A86)A,12,65.429688,65.008474,0.842428,1648475290716,21362166096,2535785239680,260,260
261,AdAcQc3h,AAQ3 (ss),(AQ)A3,24,65.423478,65.105888,0.63518,3301890987912,32213602704,5071570479360,261,261
262,AdAcQh3c,AAQ3 (ss),(A3)AQ,24,65.419018,65.101319,0.635399,3301659259968,32224732128,5071570479360,262,262
263,JdJcTdTc,JJTT (ds),(JT)(JT),6,65.417985,65.177036,0.481897,826374832596,6109940316,1267892619840,263,263
264,QdQcTc9d,QQT9 (ds),(QT)(Q9),12,65.417152,64.946763,0.940779,1646910417564,23856135468,2535785239680,264,264
265,KdKc9c5d,KK95 (ds),(K9)(K5),12,65.41067,65.124497,0.572346,1651417387764,14513474112,2535785239680,265,265
266,AdAcJc6h,AAJ6 (ss),(AJ)A6,24,65.409288,65.133991,0.550593,3303316279056,27923701944,5071570479360,266,266
267,AdAcKh3c,AAK3 (ss),(A3)AK,24,65.40879,65.090807,0.635967,3301126138200,32253496272,5071570479360,267,267
268,KdKcQc5d,KKQ5 (ds),(KQ)(K5),12,65.406846,65.121707,0.570278,1651346639724,14461033404,2535785239680,268,268
269,AdAc8c5c,AA85 (3s),(A85)A,12,65.398961,65.004479,0.788964,1648373980248,20006423892,2535785239680,269,269
270,KdKcQc6d,KKQ6 (ds),(KQ)(K6),12,65.386786,65.09998,0.57361,1650795693696,14545530144,2535785239680,270,270
271,AdAc5c4c,AA54 (3s),(A54)A,12,65.385406,64.897585,0.975643,1645663370532,24740218704,2535785239680,271,271
272,KdKcQc7d,KKQ7 (ds),(KQ)(K7),12,65.385359,65.096679,0.57736,1650711986100,14640607548,2535785239680,272,272
273,AdAcJh6c,AAJ6 (ss),(A6)AJ,24,65.381632,65.106078,0.551109,3301900620528,27949857432,5071570479360,273,273
274,KdKcJc5d,KKJ5 (ds),(KJ)(K5),12,65.374273,65.089448,0.56965,1650528608220,14445100020,2535785239680,274,274
275,KdKcQc8d,KKQ8 (ds),(KQ)(K8),12,65.373529,65.083991,0.579075,1650390238920,14684105832,2535785239680,275,275
276,KdKcJc6d,KKJ6 (ds),(KJ)(K6),12,65.363647,65.076912,0.573469,1650210729600,14541950736,2535785239680,276,276
277,AdAcTh6h,AAT6 (ss),AA(T6),12,65.356451,65.003078,0.706746,1648338462624,17921549640,2535785239680,277,277
278,KdKc2d2c,KK22 (ds),(K2)(K2),6,65.355576,65.234027,0.243097,827097417324,3082204584,1267892619840,278,278
279,AdAcJhTs,AAJT (r),AAJT,12,65.349137,64.803302,1.091671,1643272565880,27682430988,2535785239680,279,279
280,AdAcKc9h,AAK9 (ss),(AK)A9,24,65.345703,65.065189,0.561026,3299826942624,28452835776,5071570479360,280,280
281,AdAcKc8h,AAK8 (ss),(AK)A8,24,65.345405,65.065822,0.559167,3299859025272,28358529000,5071570479360,281,281
282,AdAcKc6h,AAK6 (ss),(AK)A6,24,65.344924,65.069383,0.55108,3300039640608,27948426168,5071570479360,282,282
283,AdAc8h6h,AA86 (ss),AA(86),12,65.344105,64.916906,0.854397,1646153316900,21665684208,2535785239680,283,283
284,AcKdKcTh,AKKT (ss),(AK)KT,24,65.341823,64.932137,0.819372,3293079095760,41555035008,5071570479360,284,284
285,AdAcKcTc,AAKT (3s),(AKT)A,12,65.341563,64.981355,0.720417,1647787605564,18268228140,2535785239680,285,285
286,AdAcQh9h,AAQ9 (ss),AA(Q9),12,65.341381,64.980574,0.721614,1647767792868,18298580784,2535785239680,286,286
287,AdAcQc6h,AAQ6 (ss),(AQ)A6,24,65.340617,65.065377,0.55048,3299836452360,27918001056,5071570479360,287,287
288,AdAcQsQh,AAQQ (r),AAQQ,6,65.339175,65.132053,0.414243,825804495816,5252160384,1267892619840,288,288
289,AdAcKh5h,AAK5 (ss),AA(K5),12,65.335569,65.005165,0.660807,1648391389572,16756647108,2535785239680,289,289
290,AdAcQc7h,AAQ7 (ss),(AQ)A7,24,65.332337,65.05486,0.554953,3299303079432,28144839240,5071570479360,290,290
291,KdKc6c4d,KK64 (ds),(K6)(K4),12,65.33225,64.964092,0.736315,1647349865148,18671356212,2535785239680,291,291
292,AdAc4h3c,AA43 (ss),(A3)A4,24,65.328855,64.916417,0.824875,3292281847032,41834134680,5071570479360,292,292
293,AdAcKc7h,AAK7 (ss),(AK)A7,24,65.326288,65.04877,0.555036,3298994231016,28149019632,5071570479360,293,293
294,AdAcJh7h,AAJ7 (ss),AA(J7),12,65.324204,64.968808,0.710792,1647469448460,18024170688,2535785239680,294,294
295,AcQdQc8d,AQQ8 (ds),(AQ)(Q8),12,65.317563,64.986514,0.662099,1647918420828,16789402944,2535785239680,295,295
296,AdAc4c3h,AA43 (ss),(A4)A3,24,65.310799,64.898282,0.825033,3291362123424,41842124592,5071570479360,296,296
297,AdAcTh2c,AAT2 (ss),(A2)AT,24,65.30995,64.993169,0.633562,3296174348160,32131555656,5071570479360,297,297
298,AdAc5s5h,AA55 (r),AA55,6,65.30841,65.114081,0.388658,825576621456,4927771968,1267892619840,298,298
299,AcQdQc9d,AQQ9 (ds),(AQ)(Q9),12,65.301555,64.964688,0.673733,1647364974936,17084422020,2535785239680,299,299
300,AdAcTc6c,AAT6 (3s),(AT6)A,12,65.300784,64.954106,0.693356,1647096634044,17582009892,2535785239680,300,300
301,AdAcQh6c,AAQ6 (ss),(A6)AQ,24,65.295841,65.020359,0.550963,3297553342320,27942482760,5071570479360,301,301
302,AdAcQh7c,AAQ7 (ss),(A7)AQ,24,65.295297,65.017576,0.555442,3297412169712,28169640984,5071570479360,302,302
303,AdAc8h5h,AA85 (ss),AA(85),12,65.295167,64.894398,0.801539,1645582567584,20325302136,2535785239680,303,303
304,AcQdQc5d,AQQ5 (ds),(AQ)(Q5),12,65.292117,64.944872,0.69449,1646862484296,17610782460,2535785239680,304,304
305,AdAcKh8c,AAK8 (ss),(A8)AK,24,65.291041,65.01123,0.559622,3297090351576,28381600872,5071570479360,305,305
306,AdAcKh9c,AAK9 (ss),(A9)AK,24,65.284755,65.004013,0.561483,3296724349224,28476003408,5071570479360,306,306
307,AdAcKh6c,AAK6 (ss),(A6)AK,24,65.283318,65.007553,0.55153,3296903849952,27971246904,5071570479360,307,307
308,AdAcQh8h,AAQ8 (ss),AA(Q8),12,65.27679,64.923147,0.707286,1646311582440,17935266240,2535785239680,308,308
309,AdAcKh7c,AAK7 (ss),(A7)AK,24,65.271367,64.993623,0.555489,3296197383432,28172031816,5071570479360,309,309
310,AdAcTc2h,AAT2 (ss),(AT)A2,24,65.264159,64.947515,0.633287,3293859002592,32117589408,5071570479360,310,310
311,QdQc8d8c,QQ88 (ds),(Q8)(Q8),6,65.251527,65.106902,0.28925,825485607744,3667377816,1267892619840,311,311
312,AdAcKcJc,AAKJ (3s),(AKJ)A,12,65.241464,64.879477,0.723973,1645204200852,18358404324,2535785239680,312,312
313,KdKc9h9c,KK99 (ss),(K9)K9,24,65.23686,65.066125,0.341469,3299874409680,17317862376,5071570479360,313,313
314,AcKdKcJh,AKKJ (ss),(AK)KJ,24,65.233881,64.822253,0.823255,3287506257096,41751950304,5071570479360,314,314
315,AdAcKcQc,AAKQ (3s),(AKQ)A,12,65.229195,64.865306,0.727779,1644844848564,18454918308,2535785239680,315,315
316,AcKdKcQh,AKKQ (ss),(AK)KQ,24,65.212474,64.798724,0.827501,3286312955928,41967275136,5071570479360,316,316
317,KdKcTc4d,KKT4 (ds),(KT)(K4),12,65.20293,64.919801,0.566258,1646226724572,14359085580,2535785239680,317,317
318,KdKcQc4d,KKQ4 (ds),(KQ)(K4),12,65.191402,64.907756,0.567291,1645921295760,14385288648,2535785239680,318,318
319,AdAcJh2c,AAJ2 (ss),(A2)AJ,24,65.185535,64.868622,0.633825,3289857887712,32144875920,5071570479360,319,319
320,AdAc5h4h,AA54 (ss),AA(54),12,65.178261,64.685234,0.986055,1640278604904,25004230440,2535785239680,320,320
321,AdAcQh5h,AAQ5 (ss),AA(Q5),12,65.178088,64.847987,0.660202,1644405682836,16741310712,2535785239680,321,321
322,QdQcJcTd,QQJT (ds),(QJ)(QT),12,65.178009,64.72818,0.899658,1641367629432,22813385124,2535785239680,322,322
323,AdAc9s9h,AA99 (r),AA99,6,65.16863,65.009923,0.317413,824256015984,4024458744,1267892619840,323,323
324,KcQdJdJc,KQJJ (ds),(KJ)(QJ),12,65.168118,64.663526,1.009185,1639728139740,25590775476,2535785239680,324,324
325,KdKcJc4d,KKJ4 (ds),(KJ)(K4),12,65.157553,64.874221,0.566663,1645070930496,14369355264,2535785239680,325,325
326,AdAcJc2h,AAJ2 (ss),(AJ)A2,24,65.156617,64.839826,0.633582,3288397450368,32132564160,5071570479360,326,326
327,AdAc7h3c,AA73 (ss),(A3)A7,24,65.15653,64.840092,0.632875,3288410988960,32096681448,5071570479360,327,327
328,AdAcJc7c,AAJ7 (3s),(AJ7)A,12,65.156208,64.807509,0.697398,1643379250896,17684523540,2535785239680,328,328
329,AdAcTh9s,AAT9 (r),AAT9,12,65.154688,64.615687,1.078001,1638515062836,27335782932,2535785239680,329,329
330,KcQdQc9d,KQQ9 (ds),(KQ)(Q9),12,65.14389,64.771096,0.745587,1642455902796,18906491964,2535785239680,330,330
331,KdKc8c5d,KK85 (ds),(K8)(K5),12,65.124836,64.820175,0.609323,1643700417528,15451122144,2535785239680,331,331
332,AcJdJcTd,AJJT (ds),(AJ)(JT),12,65.12344,64.70413,0.838621,1640757778428,21265622760,2535785239680,332,332
333,AdAc7c3h,AA73 (ss),(A7)A3,24,65.121202,64.80453,0.633343,3286607403288,32120458080,5071570479360,333,333
334,AdAcQh2c,AAQ2 (ss),(A2)AQ,24,65.119803,64.802699,0.634208,3286514566344,32164322328,5071570479360,334,334
335,AdAc6h3c,AA63 (ss),(A3)A6,24,65.117851,64.77465,0.686402,3285092029128,34811369088,5071570479360,335,335
336,AdAcKc2h,AAK2 (ss),(AK)A2,24,65.114584,64.797285,0.634598,3286239981528,32184074472,5071570479360,336,336
337,AcKhKdTd,AKKT (ss),A(KT)K,24,65.11,64.703742,0.812517,3281495878200,41207371248,5071570479360,337,337
338,AdAcKh2c,AAK2 (ss),(A2)AK,24,65.10999,64.792602,0.634775,3286002486432,32193086472,5071570479360,338,338
339,AdAcQc2h,AAQ2 (ss),(AQ)A2,24,65.107563,64.790564,0.633998,3285899134296,32153649360,5071570479360,339,339
340,AdAcTh5h,AAT5 (ss),AA(T5),12,65.105665,64.775645,0.660041,1642571235432,16737217248,2535785239680,340,340
341,AdAcJh5h,AAJ5 (ss),AA(J5),12,65.09589,64.765995,0.65979,1642326542256,16730867616,2535785239680,341,341
342,AdAcKh4h,AAK4 (ss),AA(K4),12,65.090814,64.762024,0.657579,1642225851900,16674789276,2535785239680,342,342
343,AdAc6c3h,AA63 (ss),(A6)A3,24,65.074043,64.730686,0.686713,3282862383888,34827117288,5071570479360,343,343
344,AcQdQc4d,AQQ4 (ds),(AQ)(Q4),12,65.070381,64.724895,0.690972,1641284339028,17521555608,2535785239680,344,344
345,AdAcTc5c,AAT5 (3s),(AT5)A,12,65.069374,64.746354,0.64604,1641828498312,16382181012,2535785239680,345,345
346,AcKdKc5h,AKK5 (ss),(AK)K5,24,65.064273,64.657383,0.81378,3279144753096,41271448224,5071570479360,346,346
347,AdAcKsKh,AAKK (r),AAKK,6,65.045847,64.83944,0.412814,822094468980,5234042940,1267892619840,347,347
348,KdKcTc9h,KKT9 (ss),(KT)K9,24,65.037078,64.522178,1.029801,3272287737504,52227071760,5071570479360,348,348
349,AdAcQc9c,AAQ9 (3s),(AQ9)A,12,65.029521,64.675462,0.708119,1640030807544,17956364592,2535785239680,349,349
350,KdKcTh9c,KKT9 (ss),(K9)KT,24,65.029056,64.513598,1.030915,3271852600536,52283605344,5071570479360,350,350
351,KdKc5c3d,KK53 (ds),(K5)(K3),12,65.028307,64.661817,0.732978,1639684822380,18586754796,2535785239680,351,351
352,AcKhKdJd,AKKJ (ss),A(KJ)K,24,65.018266,64.610037,0.816458,3276743567520,41407234944,5071570479360,352,352
353,AcKhKdQd,AKKQ (ss),A(KQ)K,24,65.011602,64.601225,0.820754,3276296667816,41625136656,5071570479360,353,353
354,KdKcTc3d,KKT3 (ds),(KT)(K3),12,64.984888,64.703237,0.563302,1640735141256,14284127496,2535785239680,354,354
355,KdKcQc3d,KKQ3 (ds),(KQ)(K3),12,64.975307,64.69314,0.564335,1640479086660,14310330564,2535785239680,355,355
356,AdAcQc8c,AAQ8 (3s),(AQ8)A,12,64.97522,64.628317,0.693806,1638835320672,17593440876,2535785239680,356,356
357,AdAc7c4c,AA74 (3s),(A74)A,12,64.959725,64.569191,0.781069,1637336008296,19806236508,2535785239680,357,357
358,AdAcJc5c,AAJ5 (3s),(AJ5)A,12,64.941746,64.618846,0.645799,1638595158432,16376085444,2535785239680,358,358
359,KdKcJc3d,KKJ3 (ds),(KJ)(K3),12,64.940875,64.659022,0.563707,1639613923452,14294397180,2535785239680,359,359
360,AdAc8s8h,AA88 (r),AA88,6,64.940324,64.781235,0.318179,821356494264,4034170068,1267892619840,360,360
361,AdAcQh4h,AAQ4 (ss),AA(Q4),12,64.932887,64.6044,0.656974,1638228828768,16659452880,2535785239680,361,361
362,AcKhKdTc,AKKT (ss),(AT)KK,12,64.932139,64.512125,0.840027,1635888954240,21301286028,2535785239680,362,362
363,AdAcTh8s,AAT8 (r),AAT8,12,64.921532,64.392563,1.057937,1632857106216,26827018056,2535785239680,363,363
364,AdAc9c6c,AA96 (3s),(A96)A,12,64.912989,64.563668,0.698642,1637195962812,17716059480,2535785239680,364,364
365,AdAc9c5c,AA95 (3s),(A95)A,12,64.899049,64.574421,0.649256,1637468635212,16463734008,2535785239680,365,365
366,AdAc9h6h,AA96 (ss),AA(96),12,64.89595,64.540217,0.711466,1636601291304,18041251632,2535785239680,366,366
367,AdAcKc5c,AAK5 (3s),(AK5)A,12,64.893934,64.570517,0.646833,1637369646300,16402298016,2535785239680,367,367
368,AdAcQc5c,AAQ5 (3s),(AQ5)A,12,64.888966,64.565854,0.646223,1637251402428,16386830436,2535785239680,368,368
369,AdAc9h4c,AA94 (ss),(A4)A9,24,64.876747,64.625105,0.503284,3277507755480,25524385968,5071570479360,369,369
370,QdQcTc8d,QQT8 (ds),(QT)(Q8),12,64.875227,64.438425,0.873603,1634020078272,22152703812,2535785239680,370,370
371,AdAc6c4c,AA64 (3s),(A64)A,12,64.867521,64.448574,0.837894,1634277429768,21247198296,2535785239680,371,371
372,AdAc9h5h,AA95 (ss),AA(95),12,64.862949,64.531598,0.662703,1636382727804,16804721064,2535785239680,372,372
373,KdKcJcTh,KKJT (ss),(KJ)KT,24,64.854642,64.356335,0.996613,3263876892600,50543934432,5071570479360,373,373
374,AdAc9c4h,AA94 (ss),(A9)A4,24,64.853323,64.601534,0.503577,3276312333960,25539254304,5071570479360,374,374
375,AdAcJh4h,AAJ4 (ss),AA(J4),12,64.849777,64.521496,0.656562,1636126563060,16649009784,2535785239680,375,375
376,AdAcTh4h,AAT4 (ss),AA(T4),12,64.84405,64.515911,0.656277,1635984954672,16641768264,2535785239680,376,376
377,KdKcJhTc,KKJT (ss),(KT)KJ,24,64.841199,64.342907,0.996584,3263195880888,50542484496,5071570479360,377,377
378,AcKhKdJc,AKKJ (ss),(AJ)KK,12,64.841116,64.419092,0.844047,1633529837868,21403210296,2535785239680,378,378
379,AcKhKdQc,AKKQ (ss),(AQ)KK,12,64.834961,64.410739,0.848443,1633318021416,21514681860,2535785239680,379,379
380,AcQdQc3d,AQQ3 (ds),(AQ)(Q3),12,64.83255,64.488612,0.687876,1635292714560,17443046868,2535785239680,380,380
381,AdAcKh3h,AAK3 (ss),AA(K3),12,64.829514,64.502176,0.654676,1635636646836,16601189172,2535785239680,381,381
382,AdAc5h2c,AA52 (ss),(A2)A5,24,64.82364,64.484058,0.679162,3270354468192,34444200384,5071570479360,382,382
383,AdAc7s7h,AA77 (r),AA77,6,64.823332,64.664183,0.318298,819872400024,4035674628,1267892619840,383,383
384,AdAc6s6h,AA66 (r),AA66,6,64.815779,64.656894,0.317769,819779991048,4028972424,1267892619840,384,384
385,KdKc7c4d,KK74 (ds),(K7)(K4),12,64.812011,64.50875,0.606522,1635803361528,15380101992,2535785239680,385,385
386,AcKdKc4h,AKK4 (ss),(AK)K4,24,64.807305,64.402128,0.810355,3266199296544,41097717288,5071570479360,386,386
387,AdAc7h4h,AA74 (ss),AA(74),12,64.803747,64.406978,0.793538,1633222630932,20122428408,2535785239680,387,387
388,AdAcTc4c,AAT4 (3s),(AT4)A,12,64.802011,64.480865,0.642291,1635096261948,16287132252,2535785239680,388,388
389,AcKhKd5d,AKK5 (ss),A(K5)K,24,64.794541,64.390271,0.80854,3265597957488,41005689432,5071570479360,389,389
390,AdAc5c2h,AA52 (ss),(A5)A2,24,64.771423,64.431781,0.679285,3267703176744,34450422768,5071570479360,390,390
391,AdAc9h8s,AA98 (r),AA98,12,64.771128,64.229759,1.082739,1628728735956,27455926440,2535785239680,391,391
392,KdKcTc2d,KKT2 (ds),(KT)(K2),12,64.767755,64.487564,0.560381,1635266140668,14210065380,2535785239680,392,392
393,KdKcQc2d,KKQ2 (ds),(KQ)(K2),12,64.759181,64.478474,0.561415,1635035620296,14236268448,2535785239680,393,393
394,KdKc4c3d,KK43 (ds),(K4)(K3),12,64.74147,64.373937,0.735067,1632384794184,18639715272,2535785239680,394,394
395,AcJdTdTc,AJTT (ds),(AT)(JT),12,64.738697,64.219925,1.037544,1628479380240,26309893380,2535785239680,395,395
396,AdAcKh9h,AAK9 (ss),AA(K9),12,64.724808,64.434357,0.580901,1633916909388,14730414300,2535785239680,396,396
397,KdKcJc2d,KKJ2 (ds),(KJ)(K2),12,64.724325,64.443932,0.560786,1634159720808,14220335064,2535785239680,397,397
398,AdAcKh8h,AAK8 (ss),AA(K8),12,64.713669,64.424187,0.578965,1633659019872,14681305668,2535785239680,398,398
399,AdAcKh6h,AAK6 (ss),AA(K6),12,64.713257,64.427954,0.570606,1633754557200,14469331572,2535785239680,399,399
400,AdAcKh7h,AAK7 (ss),AA(K7),12,64.697274,64.409922,0.574704,1633297290348,14573270364,2535785239680,400,400
401,AdAcJc4c,AAJ4 (3s),(AJ4)A,12,64.6905,64.369203,0.642594,1632264750516,16294804524,2535785239680,401,401
402,AdAc6h4h,AA64 (ss),AA(64),12,64.684302,64.25933,0.849943,1629478610268,21552741300,2535785239680,402,402
403,QdQc9c8d,QQ98 (ds),(Q9)(Q8),12,64.677558,64.238065,0.878986,1628939370312,22289188908,2535785239680,403,403
404,AdAcQh3h,AAQ3 (ss),AA(Q3),12,64.671273,64.344237,0.654072,1631631659100,16585852776,2535785239680,404,404
405,AdAcKc4c,AAK4 (3s),(AK4)A,12,64.64437,64.322556,0.643628,1631081875416,16321017096,2535785239680,405,405
406,AcKdQhQc,AKQQ (ss),(AQ)KQ,24,64.64309,64.108092,1.069997,3251287056504,54265644144,5071570479360,406,406
407,AcKdTdTc,AKTT (ds),(AT)(KT),12,64.643058,64.160885,0.964347,1626982246692,24453760776,2535785239680,407,407
408,AdAcQc4c,AAQ4 (3s),(AQ4)A,12,64.638808,64.317299,0.643018,1630948585344,16305549516,2535785239680,408,408
409,AdAc4s4h,AA44 (r),AA44,6,64.638469,64.4449,0.387138,817092137088,4908493584,1267892619840,409,409
410,AcKhKd5c,AKK5 (ss),(A5)KK,12,64.615786,64.19849,0.834593,1627935830796,21163485036,2535785239680,410,410
411,AcQdTdTc,AQTT (ds),(AT)(QT),12,64.604683,64.105242,0.998881,1625571267384,25329473736,2535785239680,411,411
